Player,Class,Pos,School,Conf,Predicted_PER,Predicted_BPM,Predicted_WS40,PER_Percentile_Rank,BPM_Percentile_Rank,WS40_Percentile_Rank
Sekou Kalle,JR,F,Evansville,Missouri Valley Conference,7.921,-5.048,0.036,21.762,12.953,20.725
Selton Miguel,JR,G,South Florida,American Athletic Conference,18.007,3.772,0.134,69.948,52.332,56.995
Seneca Willoughby,SO,G,Bethune-Cookman,Southwest Athletic Conference,9.547,-4.048,0.066,25.389,13.99,26.943
Seth Hubbard,SO,G,Western Michigan,Mid-American Conference,14.698,-0.959,0.095,47.668,20.725,36.788
Seth Joba,FR,F,Vermont,America East Conference,11.619,-5.242,0.074,34.197,12.435,30.57
Seth Kruse,FR,G,Oral Roberts,Summit League,17.707,-2.249,0.0,65.285,17.098,10.881
Seth Pinkney,SR,C,Florida International,Conference USA,17.551,1.132,0.123,64.767,30.052,52.85
Seth Towns,SR,F,Howard,Mid-Eastern Athletic Conference,17.616,-0.099,0.138,64.767,25.389,60.104
Seth Trimble,SO,G,North Carolina,Atlantic Coast Conference,14.137,3.57,0.113,46.114,50.259,45.078
Seth Wilson,JR,G,West Virginia,Big 12 Conference,3.272,-2.346,0.0,12.953,17.098,10.881
Seydou Traore,FR,G,Manhattan,Metro Atlantic Athletic Conference,18.752,-0.168,0.083,76.684,25.389,33.679
Seyi Reiley,SR,F,Seattle,Western Athletic Conference,14.712,-0.794,0.15,47.668,20.725,68.394
Shaedon Simpson,FR,G,Central Michigan,Mid-American Conference,1.692,-9.834,0.0,11.399,6.218,10.881
Shahada Wells,SR,G,McNeese State,Southland Conference,27.525,5.738,0.258,98.964,73.057,99.482
Shahar Lazar,FR,G,Gardner-Webb,Big South Conference,14.218,-1.041,0.109,46.632,20.725,45.078
Shakeel Moore,SR,G,Mississippi State,Southeastern Conference,15.21,4.312,0.121,50.777,53.886,50.777
Shaman Alston,SR,G,South Carolina State,Mid-Eastern Athletic Conference,4.558,-9.523,-0.033,13.99,6.218,2.591
Shamar Wright,SR,F,Southern Illinois-Edwardsville,Ohio Valley Conference,17.004,-0.338,0.123,61.14,24.352,52.85
Shamir Bogues,JR,G,Vermont,America East Conference,23.87,3.47,0.175,95.855,48.187,83.42
Shammah Scott,JR,G,Akron,Mid-American Conference,12.581,-0.656,0.117,36.269,20.725,46.114
Shane Blakeney,FR,G,Drexel,Coastal Athletic Association,13.556,-3.364,0.135,44.041,14.508,56.995
Shane Dezonie,SO,G,Temple,American Athletic Conference,15.007,0.982,0.1,50.259,29.534,39.896
Shane Feden,SO,F,James Madison,Sun Belt Conference,21.767,1.649,0.191,91.71,32.124,89.119
Shane Nowell,JR,G,Nevada-Las Vegas,Mountain West Conference,8.26,-0.528,0.085,22.798,21.244,35.233
Shane O'Dell,JR,G,Stonehill,Northeast Conference,10.96,-6.755,0.0,31.088,8.29,10.881
Shannon Grant,SR,C,Florida A&M,Southwest Athletic Conference,19.215,-3.284,0.091,79.275,14.508,35.751
Shaqir O'Neal,JR,F,Texas Southern,Southwest Athletic Conference,8.066,-4.714,0.064,22.28,12.953,26.425
Shaquil Bender,JR,G,Manhattan,Metro Atlantic Athletic Conference,12.666,-4.88,0.005,36.788,12.953,18.653
Shawn Fulcher,SO,G,Buffalo,Mid-American Conference,8.903,-8.627,-0.016,23.834,7.254,2.591
Shawn Jones Jr.,SO,G,Mississippi State,Southeastern Conference,10.68,1.281,0.086,31.088,30.052,35.233
Shawn Phillips Jr.,SO,F,Arizona State,Pac-12 Conference,16.096,0.419,0.086,54.922,26.943,35.233
Shawn Simmons II,FR,G,Saint Joseph's,Atlantic 10 Conference,9.121,-2.656,0.042,24.352,16.58,22.28
Shawn Walker Jr.,SR,G,Murray State,Missouri Valley Conference,5.853,-3.223,0.046,16.58,14.508,22.28
Shay Davis,JR,G,Western Illinois,Ohio Valley Conference,15.298,-2.402,0.144,51.813,16.58,64.767
Sheldon Edwards,SR,G,Loyola (IL),Atlantic 10 Conference,17.303,4.113,0.186,63.212,53.368,88.083
Shemar Rathan-Mayes,SR,G,UNC Wilmington,Coastal Athletic Association,10.415,-2.61,0.107,29.016,16.58,44.041
Shemar Wilson,SR,F,UT Arlington,Western Athletic Conference,20.948,2.751,0.166,87.565,42.487,75.13
Shemarri Allen,SR,G,UCF,Big 12 Conference,12.781,3.742,0.093,38.342,51.813,36.269
Shereef Mitchell,SR,G,Ohio,Mid-American Conference,19.693,1.511,0.149,81.347,31.606,68.394
Sheridan Sharp,FR,G,Southern Illinois,Missouri Valley Conference,18.215,-3.941,0.0,74.611,13.99,10.881
Sherif Gross-Bullock,SR,G,Bryant,America East Conference,17.09,-0.459,0.097,62.176,22.28,37.824
Sherman Brashear,JR,G,Texas-Rio Grande Valley,Western Athletic Conference,13.445,-0.894,0.089,43.523,20.725,35.233
Sherman Weatherspoon,FR,G,Valparaiso,Missouri Valley Conference,7.002,-3.365,0.015,18.653,14.508,19.171
Shilo Jackson,JR,C,Texas A&M-Corpus Christi,Southland Conference,22.064,-3.489,0.144,92.746,14.508,64.249
Shiloh Robinson,SR,F,Liberty,Conference USA,18.57,0.937,0.174,75.13,28.497,82.902
Shon Robinson,SR,F,Incarnate Word,Southland Conference,20.093,-0.422,0.142,84.456,22.28,63.731
Shy Odom,SO,F,Howard,Mid-Eastern Athletic Conference,13.719,-4.262,0.056,45.078,13.99,23.834
Shykeim Phillips,SR,G,UNC Wilmington,Coastal Athletic Association,23.712,5.135,0.231,95.855,66.839,97.409
Siem Uijtendaal,SR,G,Canisius,Metro Atlantic Athletic Conference,16.935,-0.174,0.086,59.067,25.389,35.233
Silas Demary Jr.,FR,G,Georgia,Southeastern Conference,14.524,2.924,0.094,47.15,44.56,36.788
Silas Sunday,SO,F,Hofstra,Coastal Athletic Association,11.808,-3.702,0.089,34.197,14.508,35.751
Simas Lukosius,SO,G,Cincinnati,Big 12 Conference,12.848,3.708,0.1,39.378,50.777,40.415
Simeon Cottle,SO,G,Kennesaw State,Atlantic Sun Conference,17.838,-0.246,0.114,66.321,25.389,45.078
Simeon Murchison,FR,F,Milwaukee,Horizon League,13.878,-5.089,0.064,45.078,12.953,26.425
Simeon Wilcher,FR,G,St. John's (NY),Big East Conference ,8.832,0.917,0.064,23.834,28.497,26.425
Simeon Womack,SO,G,Bethune-Cookman,Southwest Athletic Conference,9.55,-9.95,0.0,25.907,5.699,10.881
Sin'Cere McMahon,SR,G,Winthrop,Big South Conference,13.234,-2.102,0.097,41.451,17.617,38.342
Sincere Malone,SO,F,Eastern Illinois,Ohio Valley Conference,15.653,-3.22,0.119,52.332,14.508,48.705
Sincere Parker,JR,G,Saint Louis,Atlantic 10 Conference,24.694,4.621,0.186,96.891,56.477,88.083
Sion James,JR,G,Tulane,American Athletic Conference,19.556,5.98,0.131,80.311,74.611,56.477
Sione Lose,SO,G,UC Davis,Big West Conference,5.945,-3.339,0.041,16.58,14.508,22.28
Sir Issac Herron,JR,F,Oral Roberts,Summit League,14.374,-3.677,0.089,47.15,14.508,35.233
Sky Wicks,JR,G,Incarnate Word,Southland Conference,15.774,-4.707,0.048,52.85,12.953,22.798
Skyy Clark,SO,G,Louisville,Atlantic Coast Conference,13.366,-0.672,0.032,42.487,20.725,19.689
Snookey Wigington,SO,G,Nevada,Mountain West Conference,0.685,-6.848,0.0,9.845,8.29,10.881
Sola Adebisi,FR,F,Florida State,Atlantic Coast Conference,7.436,-7.859,0.0,19.171,7.772,10.881
Solomon Ball,FR,G,Connecticut,Big East Conference ,11.075,2.223,0.104,31.088,38.86,43.005
Solomon Washington,SO,F,Texas A&M,Southeastern Conference,16.87,4.593,0.146,58.549,56.477,65.803
Sonny Wilson,FR,G,Toledo,Mid-American Conference,12.605,-2.501,0.077,36.269,16.58,31.088
Souleymane Doumbia,SR,C,Sam Houston,Conference USA,18.242,-0.402,0.126,74.611,22.798,53.886
Spencer Hubbard,SR,G,Duke,Atlantic Coast Conference,4.642,-4.932,0.0,14.508,12.953,10.881
Spencer Hutchison,FR,G,Iowa,Big Ten Conference,2.036,-7.725,0.0,11.399,7.772,10.881
Spencer Johnson,SR,G,Brigham Young,Big 12 Conference,18.043,6.29,0.166,71.503,78.238,75.648
Spencer Jones,SR,F,Stanford,Pac-12 Conference,18.129,5.401,0.117,74.093,70.984,46.114
Spencer Joyner,FR,G,Boston University,Patriot League,7.914,-5.878,0.06,21.762,10.363,24.87
Spencer Legg,SO,F,College of Charleston,Coastal Athletic Association,10.579,-11.034,0.0,30.57,5.181,10.881
Staccardo Washington,FR,F,Morgan State,Mid-Eastern Athletic Conference,15.074,2.252,0.0,50.259,38.86,10.881
Stef van Bussel,FR,C,Saint Louis,Atlantic 10 Conference,11.129,-2.577,0.089,31.088,16.58,35.751
Stefan Gogic,SO,G,Central Connecticut State,Northeast Conference,0.927,-6.68,0.0,10.363,8.29,10.881
Stefan Todorovic,JR,F,San Francisco,West Coast Conference,14.999,0.355,0.135,50.259,26.425,56.995
Stefon Smith,FR,F,Mississippi Valley State,Southwest Athletic Conference,8.472,-9.626,0.0,23.316,6.218,10.881
Stephan Swenson,SR,G,Stetson,Atlantic Sun Conference,19.12,0.391,0.128,78.756,26.425,53.886
Stephaun Walker,SO,F,Robert Morris,Horizon League,17.165,-2.61,0.11,63.212,16.58,45.078
Stephen Byard,JR,F,Alcorn State,Southwest Athletic Conference,16.447,-3.389,0.091,55.959,14.508,35.751
Stephen Clark,SR,F,South Carolina,Southeastern Conference,12.467,1.4,0.095,35.751,30.57,36.788
Stephen Giwa,JR,C,Texas A&M-Corpus Christi,Southland Conference,16.386,-2.778,0.144,55.959,16.062,63.731
Stephen Olowoniyi,FR,F,Virginia Military Institute,Southern Conference,17.292,-3.796,0.082,63.212,14.508,32.124
Stephon Castle,FR,G,Connecticut,Big East Conference ,20.304,6.551,0.197,85.492,81.347,90.674
Stephon Payne III,SO,F,Jacksonville,Atlantic Sun Conference,18.632,-1.913,0.123,75.13,17.617,52.85
Stephon Roberts,SR,F,Saint Peter's,Metro Atlantic Athletic Conference,16.723,-0.547,0.149,56.995,21.244,68.394
Sterling Gaston-Chapman,JR,G,UT Arlington,Western Athletic Conference,10.22,-2.233,0.105,26.943,17.098,43.005
Sterling Young,JR,G,Charlotte,American Athletic Conference,14.651,6.538,0.108,47.668,80.829,44.56
Steve Settle III,JR,F,Temple,American Athletic Conference,14.301,1.793,0.074,46.632,34.197,30.57
Steven Ashworth,SR,G,Creighton,Big East Conference ,15.268,4.103,0.133,51.295,53.368,56.477
Steven Clay,SO,G,Illinois-Chicago,Missouri Valley Conference,10.18,-0.404,0.085,26.943,22.798,35.233
Steven Crowl,JR,F,Wisconsin,Big Ten Conference,20.641,6.805,0.16,86.528,85.492,73.575
Steven Izzo,SR,G,Michigan State,Big Ten Conference,2.399,-9.447,0.0,11.399,6.218,10.881
Steven Jamerson II,JR,C,San Diego,West Coast Conference,19.795,2.095,0.131,82.902,37.824,55.959
Steven Kramer,FR,G,South Dakota,Summit League,5.299,-8.062,-0.015,14.508,7.772,2.591
Steven Lazar,SR,F,Siena,Metro Atlantic Athletic Conference,-6.118,-19.831,-0.333,4.663,2.591,1.554
Steven Tipton,SO,G,Northern Illinois,Mid-American Conference,6.596,-6.372,0.047,17.617,9.326,22.28
Steven Vasquez,JR,G,Fresno State,Mountain West Conference,8.844,-3.196,0.0,23.834,15.026,10.881
Steven Verplancken Jr.,SR,G,Weber State,Big Sky Conference,16.06,-0.055,0.126,54.922,25.389,53.886
Stevie Mitchell,JR,G,Marquette,Big East Conference ,19.161,6.035,0.159,79.275,75.13,73.057
Stone Hutchings,FR,G,Utah Tech,Western Athletic Conference,20.252,-0.403,0.138,84.974,22.798,60.104
Sultan Adewale,FR,F,Iona,Metro Atlantic Athletic Conference,12.075,-3.582,0.091,34.197,14.508,35.751
Supreme Cook,SR,F,Georgetown,Big East Conference ,20.98,3.572,0.118,87.565,50.259,46.632
Sveinn Birgisson,SO,F,Siena,Metro Atlantic Athletic Conference,5.962,-7.082,0.0,16.58,8.29,10.881
Sy Chatman,SR,F,Buffalo,Mid-American Conference,18.731,-0.682,0.073,76.684,20.725,30.052
Sydney Curry,SR,F,Grand Canyon,Western Athletic Conference,19.084,0.107,0.175,78.756,25.907,83.42
Sydney Shipp,SR,G,Cal State Fullerton,Big West Conference,-5.907,-10.399,0.0,4.663,5.699,10.881
Symeon Efstathiou,FR,F,Brown,Ivy League,24.786,-5.891,0.0,97.927,9.845,10.881
Symir Torrence,SR,G,Binghamton,America East Conference,13.292,-1.871,0.088,41.451,18.135,35.233
Syrus Grisby,SR,F,Prairie View,Southwest Athletic Conference,-0.147,-8.559,0.0,8.808,7.254,10.881
Szymon Zapala,JR,C,Longwood,Big South Conference,25.543,2.038,0.227,98.446,37.306,97.409
T'Johnn Brown,FR,G,McNeese State,Southland Conference,16.78,-1.965,0.173,58.549,17.617,82.902
T.J. Bickerstaff,SR,F,James Madison,Sun Belt Conference,28.898,4.815,0.24,99.482,60.622,98.964
T.J. Moss,SR,G,Cleveland State,Horizon League,5.538,-7.915,0.0,15.026,7.772,10.881
T.J. Weeks Jr.,SR,G,Rider,Metro Atlantic Athletic Conference,15.142,-0.724,0.102,50.777,20.725,42.487
TJ Bamba,SR,G,Villanova,Big East Conference ,16.29,4.396,0.126,55.44,53.886,53.886
TJ Biel,JR,G,Southeast Missouri State,Ohio Valley Conference,11.231,-4.398,0.077,32.642,13.472,31.088
TJ Caldwell,SO,G,Mississippi,Southeastern Conference,11.174,0.803,0.063,32.124,27.979,26.425
TJ Ford Jr.,FR,G,Incarnate Word,Southland Conference,0.516,-10.67,-0.105,9.326,5.181,2.591
TJ Gadsden,JR,G,Canisius,Metro Atlantic Athletic Conference,13.477,-2.52,0.07,43.523,16.58,28.497
TJ Grant,SO,F,Mercer,Southern Conference,7.94,-4.262,0.039,21.762,13.99,21.244
TJ Holloway,SO,G,Central Connecticut State,Northeast Conference,9.631,-7.412,0.062,25.907,8.29,25.907
TJ Hurley,SO,G,Vermont,America East Conference,13.565,-0.939,0.122,44.041,20.725,52.332
TJ Johnson,FR,F,Lipscomb,Atlantic Sun Conference,14.176,-1.785,0.093,46.114,18.135,36.269
TJ Kolbe,FR,G,Chattanooga,Southern Conference,-13.372,-14.361,-0.5,3.627,4.663,1.554
TJ Long,SO,G,Vermont,America East Conference,19.21,3.038,0.166,79.275,46.114,75.13
TJ NeSmith,SR,F,Radford,Big South Conference,26.862,-0.156,0.191,98.964,25.389,89.119
TJ Power,FR,F,Duke,Atlantic Coast Conference,13.306,2.899,0.125,41.451,44.56,53.886
TJ Small,JR,G,Army,Patriot League,12.116,-3.118,0.083,34.715,15.026,33.161
TJ Wainwright,SO,G,Robert Morris,Horizon League,14.149,-3.503,0.065,46.114,14.508,26.943
TK Simpkins,SO,G,Elon,Coastal Athletic Association,20.222,0.356,0.122,84.974,26.425,52.332
Ta'Lon Cooper,SR,G,South Carolina,Southeastern Conference,16.968,6.895,0.148,60.104,86.528,68.394
Tadarius Jacobs,SO,G,Alabama State,Southwest Athletic Conference,-22.471,-21.743,-0.333,1.554,1.554,1.554
Tae Davis,SO,F,Notre Dame,Atlantic Coast Conference,15.245,2.428,0.113,50.777,40.415,45.078
Tae Hardy,SR,G,UTEP,Conference USA,17.866,1.447,0.129,67.358,30.57,54.922
Tae Williams,SR,F,Cleveland State,Horizon League,18.139,-2.154,0.092,74.093,17.098,35.751
Taeshaud Jackson,SO,G,Virginia Military Institute,Southern Conference,16.425,-1.023,0.091,55.959,20.725,35.751
Tafara Gapare,SO,F,Georgia Tech,Atlantic Coast Conference,9.973,-0.186,0.031,26.425,25.389,19.689
Tahj Staveskie,SO,G,Canisius,Metro Atlantic Athletic Conference,13.601,-5.35,0.0,44.041,11.399,10.881
Tahlik Chavez,SR,G,Louisiana Tech,Conference USA,19.095,3.1,0.184,78.756,46.114,87.565
Tahron Allen,JR,G,Wagner,Northeast Conference,14.394,-2.267,0.1,47.15,17.098,39.378
Tai Hamilton,FR,C,William & Mary,Coastal Athletic Association,10.641,-4.279,0.064,31.088,13.99,26.425
Tai Strickland,SR,G,Long Island University,Northeast Conference,16.098,-3.059,0.067,54.922,15.544,27.461
Tai'reon Joseph,JR,G,Southern,Southwest Athletic Conference,20.658,-0.517,0.123,86.528,21.244,52.85
Taine Murray,JR,G,Virginia,Atlantic Coast Conference,13.697,4.944,0.128,45.078,63.212,53.886
Taison Chatman,FR,G,Ohio State,Big Ten Conference,-5.297,-12.544,-0.085,4.663,5.181,2.591
Taj Anderson,JR,G,Nicholls State,Southland Conference,-8.196,-13.232,0.0,4.663,4.663,10.881
Taj Manning,FR,F,Kansas State,Big 12 Conference,11.249,3.535,0.122,33.161,49.741,52.332
Taj Thweatt,SR,F,Temple,American Athletic Conference,2.734,-7.691,0.0,11.399,7.772,10.881
Tajavis Miller,SO,G,North Dakota State,Summit League,14.016,-1.408,0.1,46.114,19.689,40.415
Taje' Kelly,JR,F,Charleston Southern,Big South Conference,17.467,-2.38,0.078,64.767,16.58,31.088
Takai Hardy,FR,F,Idaho,Big Sky Conference,12.177,-5.898,0.069,34.715,9.845,27.979
Taku Youngblood,SO,G,Gardner-Webb,Big South Conference,-0.757,-11.595,-0.039,7.772,5.181,2.591
Talin Lewis,SR,G,Howard,Mid-Eastern Athletic Conference,16.87,-9.697,0.103,58.549,6.218,42.487
Tamar Bates,JR,G,Missouri,Southeastern Conference,16.858,3.775,0.105,58.549,52.332,43.005
Tamin Lipsey,SO,G,Iowa State,Big 12 Conference,20.582,8.488,0.186,86.01,96.373,88.083
Tamorrian Grigsby,FR,C,Jackson State,Southwest Athletic Conference,11.388,-7.551,0.055,33.679,8.29,23.834
Tan Yildizoglu,FR,G,Pacific,West Coast Conference,4.154,-7.895,-0.036,13.99,7.772,2.591
Tana Kopa,JR,G,Long Island University,Northeast Conference,11.941,-4.803,0.039,34.197,12.953,21.244
Tanahj Pettway,SR,G,New Mexico State,Conference USA,9.832,-2.665,0.07,26.425,16.58,28.497
Tanner Christensen,JR,F,Utah Tech,Western Athletic Conference,18.336,1.112,0.111,74.611,30.052,45.078
Tanner Cuff,JR,G,Evansville,Missouri Valley Conference,16.235,1.853,0.123,55.44,34.715,52.85
Tanner Hayhurst,SO,G,Brigham Young,Big 12 Conference,-2.826,-8.898,0.0,5.181,6.736,10.881
Tanner Holden,SR,G,Wright State,Horizon League,24.477,3.533,0.159,96.891,49.223,73.575
Tanner O'Grady,SO,G,Robert Morris,Horizon League,14.008,-8.569,0.0,46.114,7.254,10.881
Tanner Te Slaa,SO,G,South Dakota State,Summit League,11.492,-3.196,0.081,33.679,15.026,32.124
Tanner Thomas,JR,F,Sacred Heart,Northeast Conference,16.03,-2.01,0.092,54.404,17.617,35.751
Tanner Toolson,FR,G,Utah Valley,Western Athletic Conference,12.327,-1.507,0.079,35.751,18.653,31.088
Tariq Balogun,SR,F,Binghamton,America East Conference,18.682,-1.851,0.117,76.166,18.135,46.114
Tariq Francis,FR,G,NJIT,America East Conference,16.728,-1.169,0.097,56.995,20.725,38.342
Tariq Ingraham,SR,F,Rider,Metro Atlantic Athletic Conference,18.386,-2.075,0.128,75.13,17.617,54.404
Tarique Foster,FR,F,Massachusetts,Atlantic 10 Conference,14.892,-0.642,0.091,49.223,20.725,35.751
Tarris Reed Jr.,SO,F,Michigan,Big Ten Conference,17.091,1.369,0.055,62.176,30.57,23.834
Taryn Todd,SO,G,Arkansas State,Sun Belt Conference,16.108,-2.027,0.078,54.922,17.617,31.088
Tasman Goodrick,FR,F,California Baptist,Western Athletic Conference,5.307,-9.455,0.0,14.508,6.218,10.881
Tasos Cook,JR,G,Campbell,Coastal Athletic Association,9.593,-2.799,0.056,25.907,15.544,23.834
Tasos Kamateros,SR,F,Vanderbilt,Southeastern Conference,11.796,2.072,0.068,34.197,37.824,27.461
Tate Laczkowski,FR,F,Army,Patriot League,57.355,1.855,0.503,100.0,34.715,99.482
Tate Ryder,SR,G,Southern Mississippi,Sun Belt Conference,11.586,-2.719,0.148,34.197,16.58,68.394
Tavari Johnson,SO,G,Akron,Mid-American Conference,12.177,-2.024,0.106,34.715,17.617,44.041
Taveion White,SR,F,Binghamton,America East Conference,10.94,-7.827,0.0,31.088,7.772,10.881
Taviontae Jackson,SO,G,Colorado State,Mountain West Conference,19.115,3.745,0.193,78.756,51.813,89.637
Tay Knox,SO,F,Western Illinois,Ohio Valley Conference,16.525,-3.077,0.117,56.477,15.544,46.114
Taylor Blanchard,SR,F,Nicholls State,Southland Conference,26.507,-0.87,0.286,98.964,20.725,99.482
Taylor Bol Bowen,FR,F,Florida State,Atlantic Coast Conference,14.943,2.215,0.101,49.741,38.86,40.933
Taymont Lindsey,SR,G,Kansas State,Big 12 Conference,-21.008,-21.217,0.0,2.073,2.591,10.881
Tayshawn Comer,SO,G,Eastern Kentucky,Atlantic Sun Conference,9.967,-4.243,0.056,26.425,13.99,23.834
Tayton Conerway,JR,G,Troy,Sun Belt Conference,22.202,2.509,0.194,93.264,40.933,89.637
Te'Jon Sawyer,JR,F,Montana,Big Sky Conference,21.569,-1.069,0.168,91.71,20.725,78.238
Teagan Moore,FR,G,Western Kentucky,Conference USA,17.475,-0.042,0.167,64.767,25.389,77.72
Tedrick Washington,JR,G,Texas A&M-Corpus Christi,Southland Conference,13.05,-2.782,0.108,40.415,16.062,45.078
Tedrick Wilcox Jr.,SR,G,Hampton,Coastal Athletic Association,12.676,-3.125,0.059,36.788,15.026,24.87
Tegra Izay,JR,C,Southern Mississippi,Sun Belt Conference,14.932,-2.502,0.09,49.223,16.58,35.751
Tennessee Rainwater,FR,G,Utah Tech,Western Athletic Conference,9.067,-4.81,0.029,24.352,12.953,19.689
Teo Rice,JR,G,Yale,Ivy League,12.657,-5.27,0.093,36.788,11.917,36.269
Terell Strickland,JR,G,Long Island University,Northeast Conference,10.372,-5.988,0.019,28.497,9.845,19.171
Terence Harcum,JR,G,Appalachian State,Sun Belt Conference,14.527,-0.08,0.131,47.15,25.389,56.477
Terence Porter Jr.,JR,F,Canisius,Metro Atlantic Athletic Conference,0.071,-11.329,0.0,9.326,5.181,10.881
Terrance Arceneaux,SO,G,Houston,Big 12 Conference,17.938,4.721,0.171,69.43,59.585,80.829
Terrance Dixon Jr.,SO,F,North Texas,American Athletic Conference,-10.959,-14.735,0.0,3.627,4.663,10.881
Terrance Ford Jr.,SO,G,Arkansas State,Sun Belt Conference,6.142,-11.338,0.0,17.098,5.181,10.881
Terrance Jones,JR,G,Norfolk State,Mid-Eastern Athletic Conference,10.811,-6.689,0.047,31.088,8.29,22.28
Terrance Thompson,JR,F,Southern Illinois-Edwardsville,Ohio Valley Conference,16.713,-1.313,0.12,56.995,19.689,49.741
Terrance Williams II,SR,F,Michigan,Big Ten Conference,14.701,4.409,0.095,47.668,53.886,36.788
Terrell Ard Jr.,SR,F,Mount St. Mary's,Metro Atlantic Athletic Conference,15.164,-3.985,0.092,50.777,13.99,35.751
Terrell Burden,SR,G,Kennesaw State,Atlantic Sun Conference,21.493,0.579,0.136,91.192,27.979,58.031
Terrell Williams Jr.,SR,F,Iona,Metro Atlantic Athletic Conference,3.711,-9.391,-0.019,12.953,6.218,2.591
Terren Frank,SR,F,Idaho,Big Sky Conference,9.616,-6.39,0.015,25.907,9.326,18.653
Terrence Brown,FR,G,FDU,Northeast Conference,12.707,-4.367,0.069,36.788,13.472,27.979
Terrence Crawford,JR,C,North Carolina Central,Mid-Eastern Athletic Conference,13.657,-4.364,0.081,44.56,13.472,31.606
Terrence Edwards,JR,G,James Madison,Sun Belt Conference,22.68,4.167,0.187,94.301,53.368,88.083
Terrence Hargrove Jr.,SR,F,Saint Louis,Atlantic 10 Conference,19.725,3.347,0.108,81.865,47.15,44.56
Terrence Lewis,SR,G,Grambling,Southwest Athletic Conference,16.475,0.205,0.147,55.959,25.907,66.321
Terrence Shannon Jr.,SR,G,Illinois,Big Ten Conference,27.73,9.145,0.219,98.964,97.409,95.337
Terri Miller Jr.,JR,F,Louisiana Tech,Conference USA,14.204,-2.733,0.133,46.632,16.062,56.477
Terry Anderson,JR,F,Lamar,Southland Conference,23.187,2.022,0.179,95.855,36.788,87.047
Teshaundre Cole,SO,F,Chicago State,Independent,17.239,-4.922,0.118,63.212,12.953,46.632
Tevin Smith,SO,G,Cleveland State,Horizon League,17.402,0.467,0.13,64.249,27.979,55.44
Thatcher Stone,SR,G,Stonehill,Northeast Conference,5.217,-10.771,-0.012,14.508,5.181,2.591
Themus Fulks,JR,G,Louisiana,Sun Belt Conference,13.869,-2.702,0.075,45.078,16.58,31.088
Theo Hughes,SR,C,Northern Colorado,Big Sky Conference,14.336,-4.377,0.082,46.632,13.472,32.124
